id,text,class,volunteers_count,judgment_confidence
4476,i wake up feeling kind of dazed and groggy,5,3.0,0.8145353257183992
9971,i am down pounds feel fantastic and were shocked to have discovered what i had been going through this past year,1,3.0,1.0
10839,#uppers loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!,2,3.0,0.6666666666666666
17111,i took a minute to appreciate the trees around me and the calming energy that they gave me at a time when i was feeling a little bit irritable,3,4.0,1.0
13616,i actually feel excited about it for the first time in a long time,1,4.0,0.8954480333015225
6899,i can usually do a month without feeling homesick,0,3.0,0.8234059942081029
14176,i always feel afraid of telling people because i dont want them to see me differently my self image is very poor and i dont want to transcribe that onto them,4,2.0,0.8114341112749833
1033,i feel like hes so smart so i can converse many things with him share everything that i wanna share and ask his opinion about whatever,1,4.0,0.8212630101295182
13557,@eGoTheIcoN everytime pro teams do GB tourneys that get schmanged. Im not fanboying im just saying I don't think u should say they're trash.,2,3.0,0.6666666666666666
2598,Alexa's phone gave us colors and Julia got yellow I'm dying #racistaf,2,3.0,0.6666666666666666
1514,@Notsosweetpea I like brownies &#128546;,2,3.0,1.0
6191,i was feeling rather sentimental as i expressed to her how blessed i was that she was my mother and also my best friend,0,2.0,1.0
15873,i have been feeling really creative and have been trying out new things,1,4.0,1.0
7237,i love about my job i still feel dissatisfied,3,4.0,0.8700349830227279
5753,"Jamaica populated with island hillbillies. Even linguistics are kind of the same, if you sub the accent. Olde English derivatives.",2,3.0,1.0
14791,Legion of jig &#128557;&#128557;&#128557;,2,3.0,1.0
17549,i took a shower then headed to the bsc loop to meet allies for the trip to the club feeling very triumphant that i had helped in such a marvellous prank,1,2.0,0.9532860976280406
8236,Bathing Sphere: Suspended Orb Tub Not for Shy People http://t.co/OHv7xbr6wo #bathing #design #weird and yet #cool,2,3.0,1.0
8536,"@NYRKelsMads @popup82 Its Perfection. My brain crossed wires or something, I dont know why I came up with Concentration,maybe the ghetto one",2,3.0,0.6666666666666666
5521,Funny thing is....it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong.,2,3.0,1.0
1462,i ask myself i think about it myself i feel unhappy,0,1.0,0.9885785193663501
7915,i bet you feel safe keeping your life in a cage while i take my chances but always collapses,1,3.0,0.7504627807698396
1871,RT @Deadspin: Colombia supporter reminds us the double bird is a universal language http://t.co/JeUT1IsQ1f,2,3.0,0.6666666666666666
17627,i still feel mentally in the game but a string of unfortunate events most i haven t written about had me sitting on the sidelines temporarily,0,3.0,0.8365874251789557
4576,i just feel more dazed and alone in the end,5,3.0,0.646057823666836
17235,i feel complacent if i were to choose the secure path probably not i think id find adventure in anything,1,5.0,0.9549397342408804
7209,i can see or feel about it is the divine possibility of being with you away alone for one long golden day at last anywhere,1,2.0,0.8312046591705532
9856,im feeling so restless today,4,4.0,0.8608623830240529
11080,i can feel it think i determined to a href http usarious,1,2.0,0.9571869816677766
14667,i just feel so fucked up these days,3,3.0,1.0
7349,i have always had people in my life who have gone out of their way to put me down trip me up or make me feel as if i were completely moronic or not worthy enough,0,3.0,0.7846159497296662
4623,Friends don't let friends become guidos. #themoreyouknow,2,3.0,0.6666666666666666
14959,i am feeling a little groggy this morning not to mention a headache,0,2.0,0.7641137721644806
4818,@asiahh__ nah I replied to you like I did to literally everyone else who called it trash... Go and check if you don't believe me,2,3.0,0.6666666666666666
220,i love my tango family sometimes especially when i m feeling ugly and awkward and like an outsider i need something from tango that i can t get when i know everyone at the milonga,0,2.0,0.8524738493722982
9953,i feel a strange sense of foreboding,4,3.0,1.0
17249,Slack jawed yokel husband http://t.co/VE1PWFrz9t,2,3.0,0.6666666666666666
11389,i said i have such mixed feelings about because on the one hand im glad benny survived but on the other hand its just preposterous,1,2.0,0.8866815456986373
14810,i think of who i have left to teach me about myself and i feel a little frightened at the thought that my family changes and moves away from some of the very things i need to know about in order to feel complete,4,3.0,0.9776518101487224
17186,i feel welcomed by my confidence that i belong here,1,3.0,0.758732981977799
2476,i woke up feeling ok but i had a weird feeling about the run today,1,3.0,0.9095237511585057
4248,i was younger all i could think of was to move to a country where i feel accepted where i belong,1,2.0,0.8031358781117514
6115,i don t want you to feel pressured into making love,4,4.0,0.9048196727718946
18085,i feel like im in with the cool girls but that theyre just tolerating me because im paying them,1,3.0,0.8768388642927116
10941,i an expert on feeling rushed and anxious on getting worked up and frustrated because i feel overwhelmed with my job,3,4.0,0.8248889360374055
17319,"@hotzgeor Kept the border open to disease from Central America, lowest workforce part. % since Carter, yep, a real boon to NC.@ThomTillis",2,3.0,1.0
6487,i feel like i need to just face the world and stop being afraid of repercussions,4,2.0,0.963987443682257
13702,i was feeling pretty anxious and overwhelmed as a friend rightly noted probably because i was on a boat with my mom grandmother and great aunt and no where to flee except the damn cold baltic sea,4,3.0,0.9727974556274747
10099,im feeling rather inspired yet low i will enjoy my writing and even though i may be writing about morbid things i will find a way to make it interesting to read,1,2.0,0.8884362037329316
15868,i feel like i m watching another copy of my beloved son created for the english speaking world being wonderful clever and delightful in new and different ways,1,3.0,0.8854277873127063
14147,i get scared i feel ignored i feel happy i get silly i choke on my own words i make wishes i have dreams and i still want to believe anything can happen in this world for an ordinary girl like you like me for an ordinary girl like you like me how are you,0,2.0,0.9404048109774605
12433,i feel like the helpless duckie target for the commies and feds while at other times i want to run and hide,4,2.0,1.0
5650,i feel cared for and accepted,1,3.0,1.0
17818,i was back home but feeling restless,4,2.0,0.6491475503283266
18164,i love it so much it adds just the right about of edge when im feeling rebellious,3,3.0,1.0
15785,"Because if nobody was judging the birds, this account wouldn't even cause a ripple in d ocean",2,3.0,1.0
8052,i promised myself that i wont enter anymore giveaways because i feel greedy but i couldnt resist this one,3,2.0,0.6974299260098392
18119,im feeling a bit resentful towards all you australians who watch our modern family greys anatomy and glee,3,3.0,0.9767188097005333
2881,i feel empty when i dont have something to care for,0,3.0,1.0
1677,"RT @Jimmy_Santander: ""Deme gallo pinto con carne asadita, madurito..y...una milca, amor""",2,3.0,1.0
18803,i no longer had hard feelings for and very luckily and unexpectedly met this sweet and interesting girl on tumblr who is an aiw fan but she also runs a wonderful alice in wonderland blog called she still haunts me phantomwise,1,2.0,0.8246112992413024
6060,i still feel quite amazed at how silent snow is compared to rain,5,3.0,1.0
901,@billyeichner Since @TomCruise will be a hoser... hi.,2,3.0,0.6666666666666666
16931,i wanted the viewer to feel as though they were a spectator on this pleasant winter afternoon standing at the edge of this cliff peeking through the tree boughs,1,3.0,0.8213967637684965
7164,i didn t feel very reassured by her tone but i understand this is a big shock and adjustment for everyone,1,4.0,1.0
2296,@cgoodwoman @stevenadamswv Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:WV idea,2,3.0,0.6666666666666666
15612,i wear my perfume i feel elegant and beautiful,1,3.0,1.0
12827,My mom didn't buy me Oreos she doesn't love me,2,3.0,1.0
8488,i recently attended a presentation by kingdom bank zimbabwe they are doing a series of road shows in and around zimbabwe i feel they are basically trying to get zimbabweans back into trusting the bank to some degree at least,1,3.0,0.8325142752367386
9713,@Flyers4Cup boy I had no idea that was coming. It's called a smartphone. You're horrible at trash talk,2,3.0,1.0
18399,i think what i m going to do is care less about anything that doesn t matter and won t make me feel successful in life,1,4.0,0.7367651127691299
13111,Is there a looser #college town than #BTown ??? If yes id like to visit #IU #hoosiers,2,3.0,1.0
13513,i do however feel a bit envious of people who have different perfumes for different seasons,3,2.0,0.8089186189858362
8219,i feel so thankful i found this fantastic series to be added in my favorite series all the time,1,5.0,0.7505842736641334
13147,i feel overly distracted so tabby and i started again working on the paths and the routes we have here through the woods down to the big creek and around the former second meadow,3,3.0,1.0
17066,i mean change is great though unless i feel like i am not alone in what i experience with having high functioning autism it s scary to make decisions and to want to work on myself in order to be the person i want to be,0,4.0,1.0
6772,ive been feeling a little overwhelmed about the whole thing lately but somehow the small step of finding out where my lectures will be has helped a bit,4,3.0,1.0
16119,i should be able to head shot someone at the other end of a football field because i feel threatened by them,4,3.0,1.0
11923,i know is that afterward i feel a hell of a lot more mellow amp relaxed merely by laughing and the stress of being down in the dumps just melts away,1,3.0,0.7783296753909303
11440,i feel lousy on what happen,0,3.0,1.0
